,x_ind,cluster,centroid,train/test,lambda,rf,error,parent_ind
1156,1156,0,0,0,5,0.13333333333333333,0.0,1266
1157,1157,3,1,0,3,0.13333333333333333,0.0,1265
1158,1158,3,0,1,5,0.0,0.13333333333333333,1068
1159,1159,3,1,0,3,0.6,0.0,1039
1160,1160,3,0,0,5,0.0,0.0,1060
1161,1161,2,0,0,4,0.0,0.13333333333333333,1269
1162,1162,4,1,0,4,0.0,0.0,1252
1163,1163,2,0,0,3,0.4666666666666667,0.06666666666666665,1343
1164,1164,1,0,1,5,0.3333333333333333,0.13333333333333336,1274
1165,1165,2,0,0,3,0.13333333333333333,0.0,3126
1166,1166,1,1,0,3,0.2,0.0,1366
1167,1167,2,1,0,3,0.6666666666666666,0.0,353
1168,1168,1,0,1,5,0.13333333333333333,0.2666666666666667,1188
1169,1169,1,0,0,4,0.13333333333333333,0.0,1180
1170,1170,1,0,1,4,0.13333333333333333,0.0,1180
1171,1171,1,1,0,3,0.7333333333333333,0.0,4348
1172,1172,3,0,0,4,0.0,0.13333333333333333,1082
1173,1173,1,0,0,4,0.0,0.06666666666666667,1353
1174,1174,4,0,1,5,0.4666666666666667,0.06666666666666665,1074
1175,1175,3,0,0,4,0.5333333333333333,-0.2,1475
1176,1176,1,0,0,5,0.3333333333333333,0.06666666666666671,1076
1177,1177,0,0,0,3,0.2,-0.06666666666666668,4426
1178,1178,1,0,0,5,0.3333333333333333,0.06666666666666671,1188
1179,1179,1,0,0,4,0.7333333333333333,0.2666666666666667,1287
1180,1180,1,1,0,3,0.13333333333333333,0.0,4141
1181,1181,4,0,1,3,0.13333333333333333,-0.13333333333333333,1373
1182,1182,3,0,0,4,0.13333333333333333,0.0,1082
1183,1183,1,0,1,4,0.8666666666666667,0.0,1063
1184,1184,4,0,0,5,0.6666666666666666,-0.1333333333333333,1074
1185,1185,2,0,0,4,0.8,-0.4,1365
1186,1186,1,0,0,5,0.5333333333333333,-0.1333333333333333,1076
1187,1187,2,0,1,4,0.5333333333333333,-0.4,1067
1188,1188,1,1,0,4,0.4,0.0,1378
1189,1189,1,0,0,3,0.3333333333333333,-0.3333333333333333,1369
1190,1190,1,0,0,4,0.3333333333333333,-0.19999999999999998,1180
1191,1191,2,0,0,4,0.8,-0.33333333333333337,1383
1192,1192,3,0,1,4,0.2,-0.06666666666666668,1382
1193,1193,4,0,0,3,0.13333333333333333,-0.13333333333333333,1373
1194,1194,0,1,0,4,0.0,0.0,1114
1195,1195,3,1,0,3,0.0,0.0,321
1196,1196,2,1,0,5,0.0,0.0,1206
1197,1197,3,0,1,4,0.06666666666666667,-0.06666666666666667,1137
1198,1198,2,0,0,5,0.0,0.0,1098
1199,1199,2,0,0,3,0.0,0.0,1319
1200,1200,1,0,1,5,0.0,0.0,1100
1201,1201,1,0,0,3,0.06666666666666667,-0.06666666666666667,1429
1202,1202,3,0,0,5,0.0,0.0,1302
1203,1203,2,1,0,3,0.0,0.0,1222
1204,1204,0,0,0,5,0.0,0.0,1194
1205,1205,3,1,0,4,0.0,0.0,1306
1206,1206,1,1,0,4,0.0,0.0,1306
1207,1207,2,1,0,3,0.0,0.0,213
1208,1208,1,1,0,3,0.0,0.0,1318
1209,1209,4,0,1,4,0.06666666666666667,0.0,4170
1210,1210,1,0,1,5,0.0,0.0,1100
1211,1211,1,0,0,4,0.26666666666666666,-0.06666666666666665,1511
1212,1212,0,1,0,3,0.0,0.0,1222
1213,1213,1,0,0,3,0.4,-0.2666666666666667,1333
1214,1214,4,0,0,5,0.0,0.0,1124
1215,1215,1,0,0,5,0.0,0.26666666666666666,400
1216,1216,3,0,0,6,0.0,0.0,1116
1217,1217,4,0,0,4,0.0,0.0,4178
1218,1218,4,0,0,5,0.0,0.0,1118
1219,1219,2,0,0,4,0.0,0.0,1327
1220,1220,4,0,1,5,0.0,0.0,1230
1221,1221,2,1,0,3,0.0,0.0,1521
1222,1222,3,1,0,2,0.0,0.0,4211
1223,1223,2,0,0,3,0.7333333333333333,-0.19999999999999996,1343
1224,1224,3,0,0,5,0.0,0.13333333333333333,1334
1225,1225,2,0,0,4,0.0,0.0,1105
1226,1226,4,1,0,4,0.0,0.0,1236
1227,1227,3,0,0,4,0.0,0.0,1107
1228,1228,2,1,0,4,0.0,0.0,1138
1229,1229,2,1,0,3,0.0,0.0,1318
1230,1230,4,1,0,4,0.0,0.0,1138
1231,1231,3,0,1,4,0.13333333333333333,0.4666666666666667,1159
1232,1232,0,0,0,5,0.0,0.0,1332
1233,1233,3,1,0,3,0.0,0.0,4374
1234,1234,3,0,0,5,0.0,0.13333333333333333,1334
1235,1235,1,0,1,4,0.0,0.0,1355
1236,1236,4,1,0,3,0.0,0.0,142
1237,1237,3,1,0,3,0.0,0.0,231
1238,1238,2,0,0,5,0.0,0.0,1228
1239,1239,2,1,0,3,0.0,0.0,1250
1240,1240,3,1,0,3,0.0,0.0,1250
1241,1241,2,1,0,4,0.0,0.0,1252
1242,1242,3,0,1,5,0.0,0.0,1142
1243,1243,1,0,0,4,0.4666666666666667,0.4,1063
1244,1244,3,0,1,5,0.13333333333333333,0.0,1334
1245,1245,2,0,0,4,0.13333333333333333,0.2666666666666667,1365
1246,1246,0,0,0,5,0.0,0.0,1346
1247,1247,2,0,0,4,0.0,0.13333333333333333,1067
1248,1248,0,1,0,4,0.0,0.0,1138
1249,1249,1,0,0,3,0.0,0.0,1369
1250,1250,2,1,0,2,0.0,0.0,4211
1251,1251,1,1,0,3,0.0,0.0,1671
1252,1252,1,1,0,3,0.0,0.0,1250
1253,1253,2,0,1,4,0.0,0.0,4214
1254,1254,4,0,0,5,0.13333333333333333,0.0,1354
1255,1255,1,0,1,4,0.6,0.4,81
1256,1256,0,0,0,5,0.13333333333333333,0.0,1266
1257,1257,3,0,0,4,0.13333333333333333,0.2666666666666667,1377
1258,1258,3,0,1,5,0.0,0.13333333333333333,1458
1259,1259,3,0,0,3,0.0,0.0,1379
1260,1260,3,0,1,5,0.0,0.0,1060
1261,1261,1,0,1,3,0.0,0.0,1561
1262,1262,4,0,0,5,0.0,0.0,1162
1263,1263,2,0,0,4,0.06666666666666667,0.4,1383
1264,1264,1,0,0,5,0.3333333333333333,0.13333333333333336,1274
1265,1265,3,1,0,2,0.4,0.0,3327
1266,1266,0,1,0,4,0.13333333333333333,0.0,1166
1267,1267,3,0,0,4,0.7333333333333333,0.2666666666666667,1387
1268,1268,3,0,1,5,0.13333333333333333,0.0,1458
1269,1269,2,1,0,3,0.13333333333333333,0.0,4338
1270,1270,0,0,1,4,0.13333333333333333,-0.13333333333333333,1460
1271,1271,3,1,0,2,0.06666666666666667,0.0,1451
1272,1272,4,0,1,5,0.0,0.0,1162
1273,1273,3,0,0,3,0.13333333333333333,0.19999999999999998,1393
1274,1274,1,1,0,4,0.4666666666666667,0.0,1464
1275,1275,2,0,0,4,1.0,-0.33333333333333337,1167
1276,1276,0,0,0,5,0.3333333333333333,-0.19999999999999998,1266
1277,1277,1,0,0,4,0.3333333333333333,0.46666666666666673,1385
1278,1278,1,0,0,5,0.3333333333333333,0.06666666666666671,1188
1279,1279,3,0,0,4,0.8666666666666667,0.1333333333333333,1387
1280,1280,1,0,0,4,0.13333333333333333,0.0,1180
1281,1281,1,1,0,2,0.13333333333333333,0.0,1761
1282,1282,3,0,0,4,0.13333333333333333,0.0,1382
1283,1283,3,1,0,2,0.26666666666666666,0.0,3424
1284,1284,1,0,0,5,0.6666666666666666,-0.19999999999999996,1274
1285,1285,2,0,0,3,0.4,-0.2666666666666667,3126
1286,1286,2,0,0,5,0.4666666666666667,-0.13333333333333336,1476
1287,1287,1,1,0,3,1.0,0.0,4548
1288,1288,1,0,0,5,0.3333333333333333,0.06666666666666671,1188
1289,1289,0,0,0,3,0.3333333333333333,0.2,4550
1290,1290,1,0,0,4,0.3333333333333333,-0.19999999999999998,1180
1291,1291,1,0,0,4,1.0,-0.2666666666666667,1171
1292,1292,3,0,0,4,0.13333333333333333,0.0,1382
1293,1293,1,0,1,4,0.13333333333333333,-0.06666666666666667,1353
1294,1294,0,0,0,5,0.13333333333333333,-0.13333333333333333,1194
1295,1295,3,1,0,3,0.13333333333333333,0.0,301
1296,1296,2,0,0,6,0.13333333333333333,-0.13333333333333333,1196
1297,1297,4,0,0,4,0.0,0.0,997
1298,1298,0,0,0,5,0.0,0.0,1308
1299,1299,1,0,0,4,0.0,0.0,305
1300,1300,1,0,0,5,0.0,0.0,1310
1301,1301,3,0,0,4,0.0,0.0,1121
1302,1302,3,1,0,4,0.0,0.0,1212
1303,1303,0,0,0,3,0.0,0.3333333333333333,4072
1304,1304,2,0,0,5,0.13333333333333333,0.13333333333333333,1404
1305,1305,0,0,1,4,0.2,0.0,4266
1306,1306,3,1,0,3,0.13333333333333333,0.0,312
1307,1307,2,1,0,3,0.0,0.0,205
1308,1308,0,1,0,4,0.0,0.0,1208
1309,1309,3,0,0,4,0.0,0.0,1009
1310,1310,1,1,0,4,0.0,0.0,1410
1311,1311,4,0,0,4,0.0,0.0,1011
1312,1312,4,1,0,4,0.0,0.0,1212
1313,1313,1,0,0,4,0.0,0.0,1133
1314,1314,2,0,0,5,0.13333333333333333,0.13333333333333333,1404
1315,1315,3,0,0,4,0.13333333333333333,-0.13333333333333333,1195
1316,1316,0,1,0,5,0.13333333333333333,0.0,1206
1317,1317,3,0,0,4,0.2,-0.2,1137
1318,1318,2,1,0,2,0.0,0.0,324
1319,1319,2,1,0,2,0.0,0.0,325
1320,1320,1,0,0,5,0.0,0.0,1310
1321,1321,3,0,1,3,0.0,0.2,1621
1322,1322,0,0,1,5,0.0,0.0,1332
1323,1323,4,0,1,4,0.0,0.26666666666666666,1623
1324,1324,2,0,0,5,0.13333333333333333,0.13333333333333333,1404
1325,1325,4,1,0,4,0.13333333333333333,0.0,342
1326,1326,4,0,0,5,0.0,0.0,1226
1327,1327,2,1,0,3,0.0,0.0,1039
1328,1328,2,0,0,5,0.0,0.0,1228
1329,1329,3,0,0,4,0.06666666666666667,0.0,335
1330,1330,0,0,1,5,0.0,0.13333333333333333,1430
1331,1331,1,1,0,2,0.06666666666666667,0.0,1451
1332,1332,0,1,0,4,0.0,0.0,1212
1333,1333,1,1,0,2,0.13333333333333333,0.0,4402
1334,1334,3,1,0,4,0.13333333333333333,0.0,1236
1335,1335,2,0,1,4,0.13333333333333333,0.5333333333333333,1167
1336,1336,0,0,0,5,0.0,0.0,1346
1337,1337,3,0,0,4,0.06666666666666667,0.06666666666666667,1157
1338,1338,0,0,1,5,0.0,0.0,1248
1339,1339,1,0,0,4,0.06666666666666667,0.0,345
1340,1340,2,1,0,4,0.0,0.0,1240
1341,1341,2,0,0,4,0.06666666666666667,-0.06666666666666667,1221
1342,1342,0,0,0,5,0.0,0.0,1352
1343,1343,2,1,0,2,0.5333333333333333,0.0,1451
1344,1344,3,0,1,5,0.13333333333333333,0.0,1334
1345,1345,2,0,1,3,0.0,0.13333333333333333,3126
1346,1346,0,1,0,4,0.0,0.0,1236
1347,1347,2,0,0,4,0.2,0.4666666666666666,1167
1348,1348,3,0,0,5,0.0,0.13333333333333333,1458
1349,1349,0,0,0,4,0.0,0.0,1460
1350,1350,2,0,0,5,0.0,0.0,1340
1351,1351,3,0,1,4,0.26666666666666666,0.13333333333333336,1459
1352,1352,0,1,0,4,0.0,0.0,1252
1353,1353,1,1,0,3,0.06666666666666667,0.0,1281
1354,1354,4,1,0,4,0.13333333333333333,0.0,1464
1355,1355,1,1,0,3,0.0,0.0,1535
1356,1356,2,0,0,5,0.13333333333333333,0.0,1456
1357,1357,0,0,0,3,0.0,0.13333333333333333,4426
1358,1358,3,0,0,5,0.0,0.13333333333333333,1458
1359,1359,3,0,0,4,0.3333333333333333,0.06666666666666671,1659
1360,1360,0,0,1,4,0.0,0.0,1460
1361,1361,4,0,0,3,0.0,0.0,1373
1362,1362,4,0,1,5,0.0,0.0,1162
1363,1363,1,0,0,4,0.5333333333333333,0.1333333333333333,1471
1364,1364,4,0,0,5,0.3333333333333333,-0.19999999999999998,1354
1365,1365,2,1,0,3,0.4,0.0,1366
1366,1366,1,1,0,2,0.13333333333333333,0.0,3327
1367,1367,2,0,0,4,0.0,0.13333333333333333,1067
1368,1368,3,0,0,5,0.13333333333333333,0.0,1458
1369,1369,1,1,0,2,0.0,0.0,63
1370,1370,0,0,1,4,0.0,0.0,1460
1371,1371,2,0,1,4,0.4,0.06666666666666665,1383
1372,1372,3,0,0,4,0.0,0.13333333333333333,1382
1373,1373,4,1,0,2,0.0,0.0,1572
1374,1374,1,0,1,5,0.4,0.06666666666666665,1274
1375,1375,1,0,0,4,0.9333333333333333,-0.06666666666666665,1675
1376,1376,2,0,0,5,0.3333333333333333,0.0,1476
1377,1377,3,1,0,3,0.4,0.0,4338
1378,1378,4,1,0,3,0.2,0.0,1366
1379,1379,3,1,0,2,0.0,0.0,1667
1380,1380,1,0,0,4,0.13333333333333333,0.0,1180
1381,1381,1,0,0,3,0.13333333333333333,-0.13333333333333333,1561
1382,1382,3,1,0,3,0.13333333333333333,0.0,1582
1383,1383,2,1,0,3,0.4666666666666667,0.0,1671
1384,1384,3,0,0,5,0.6666666666666666,0.0,1484
1385,1385,1,1,0,3,0.8,0.0,1265
1386,1386,2,0,0,5,0.4666666666666667,-0.13333333333333336,1476
1387,1387,3,1,0,3,1.0,0.0,1567
1388,1388,0,0,0,5,0.3333333333333333,0.0,1488
1389,1389,2,0,0,4,0.4,-0.2666666666666667,1269
1390,1390,1,0,0,4,0.3333333333333333,-0.19999999999999998,1580
1391,1391,3,0,1,3,0.0,0.06666666666666667,1271
1392,1392,3,0,1,4,0.13333333333333333,0.0,1382
1393,1393,3,1,0,2,0.3333333333333333,0.0,3414
1394,1394,2,0,0,5,0.3333333333333333,-0.06666666666666665,1404
1395,1395,1,0,0,5,0.26666666666666666,0.0,400
1396,1396,4,1,0,5,0.2,0.0,1206
1397,1397,2,0,1,4,0.4,0.1333333333333333,1517
1398,1398,3,0,0,5,0.13333333333333333,0.0,1408
1399,1399,3,0,0,4,0.13333333333333333,0.0,404
1400,1400,2,0,0,5,0.13333333333333333,0.13333333333333333,1500
1401,1401,2,0,0,4,0.26666666666666666,-0.26666666666666666,1221
1402,1402,1,0,0,5,0.13333333333333333,0.0,1502
1403,1403,2,0,0,3,0.8,-0.2666666666666667,1343
1404,1404,2,1,0,4,0.26666666666666666,0.0,409
1405,1405,2,0,1,4,0.2,-0.2,1105
1406,1406,4,0,1,6,0.13333333333333333,0.06666666666666668,1396
1407,1407,3,0,0,4,0.13333333333333333,-0.13333333333333333,1107
1408,1408,3,1,0,4,0.13333333333333333,0.0,1410
1409,1409,2,0,0,4,0.2,-0.2,1229
1410,1410,4,1,0,3,0.13333333333333333,0.0,1318
1411,1411,2,1,0,2,0.0,0.0,1639
1412,1412,1,0,1,5,0.0,0.13333333333333333,1502
1413,1413,3,0,1,4,0.2,-0.2,1233
1414,1414,2,0,0,5,0.26666666666666666,0.0,1404
1415,1415,2,0,0,4,0.13333333333333333,0.4666666666666667,1715
1416,1416,2,1,0,4,0.13333333333333333,0.0,1306
1417,1417,4,0,1,3,0.13333333333333333,-0.13333333333333333,3078
1418,1418,0,0,0,5,0.13333333333333333,0.0,1428
1419,1419,0,0,1,4,0.13333333333333333,0.19999999999999998,1611
1420,1420,1,0,1,5,0.13333333333333333,-0.13333333333333333,1310
1421,1421,2,0,1,4,0.13333333333333333,0.8666666666666667,1901
1422,1422,0,0,0,5,0.0,0.0,1332
1423,1423,3,0,0,3,0.13333333333333333,0.2666666666666667,1723
1424,1424,2,0,1,5,0.13333333333333333,0.13333333333333333,1404
1425,1425,3,0,1,5,0.3333333333333333,-0.06666666666666665,430
1426,1426,2,0,0,5,0.13333333333333333,0.0,1416
1427,1427,2,0,1,4,0.13333333333333333,-0.13333333333333333,1307
1428,1428,0,1,0,4,0.13333333333333333,0.0,1410
1429,1429,1,1,0,2,0.0,0.0,1729
1430,1430,0,1,0,4,0.13333333333333333,0.0,1240
1431,1431,1,0,0,4,0.0,0.0,1251
1432,1432,0,0,1,5,0.0,0.0,1352
1433,1433,3,0,1,4,0.06666666666666667,0.9333333333333333,1913
1434,1434,3,0,0,5,0.13333333333333333,0.0,1334
1435,1435,1,0,0,4,0.2,0.06666666666666665,440
1436,1436,0,0,0,5,0.13333333333333333,-0.13333333333333333,1346
1437,1437,1,0,1,4,0.26666666666666666,0.5333333333333334,740
1438,1438,0,0,1,5,0.13333333333333333,-0.13333333333333333,1248
1439,1439,2,0,0,3,0.0,0.0,1319
1440,1440,2,0,0,5,0.0,0.0,1340
1441,1441,1,0,0,3,0.0,0.0,1561
1442,1442,0,0,0,5,0.0,0.0,1352
1443,1443,4,0,0,4,0.0,0.26666666666666666,1623
1444,1444,3,0,1,5,0.13333333333333333,0.0,1334
1445,1445,4,0,0,4,0.4666666666666667,0.5333333333333333,1745
1446,1446,2,0,0,5,0.13333333333333333,0.0,1456
1447,1447,2,0,0,4,0.3333333333333333,-0.3333333333333333,1327
1448,1448,3,0,0,5,0.13333333333333333,0.0,1458
1449,1449,1,1,0,1,0.2,0.0,4511
1450,1450,0,0,0,4,0.0,0.0,1460
1451,1451,4,1,0,1,0.06666666666666667,0.0,456
1452,1452,0,0,0,5,0.0,0.0,1352
1453,1453,2,0,0,3,0.06666666666666667,0.06666666666666667,1753
1454,1454,4,0,0,5,0.13333333333333333,0.0,1354
1455,1455,2,0,0,4,0.6,0.06666666666666665,1167
1456,1456,2,1,0,4,0.13333333333333333,0.0,1464
1457,1457,2,0,0,4,0.3333333333333333,0.46666666666666673,1565
1458,1458,3,1,0,4,0.13333333333333333,0.0,1378
1459,1459,3,1,0,3,0.4,0.0,4600
1460,1460,0,1,0,3,0.0,0.0,1250
1461,1461,1,0,0,4,0.2,-0.13333333333333336,1353
1462,1462,3,0,0,4,0.0,0.13333333333333333,1382
1463,1463,3,0,0,3,0.4,-0.13333333333333336,1283
1464,1464,0,1,0,3,0.3333333333333333,0.0,1366
1465,1465,1,1,0,1,0.13333333333333333,0.0,542
1466,1466,2,0,0,5,0.13333333333333333,0.19999999999999998,1476
1467,1467,1,0,0,4,0.6666666666666666,0.33333333333333337,1287
1468,1468,3,0,0,5,0.13333333333333333,0.0,1458
1469,1469,0,0,1,3,0.26666666666666666,0.26666666666666666,4550
1470,1470,0,0,0,4,0.0,0.0,1460
1471,1471,1,1,0,3,0.6666666666666666,0.0,1771
1472,1472,3,0,0,4,0.0,0.13333333333333333,1382
1473,1473,1,0,0,4,0.13333333333333333,-0.06666666666666667,1353
1474,1474,3,0,0,5,0.4,0.2666666666666666,1484
1475,1475,3,1,0,3,0.3333333333333333,0.0,1366
1476,1476,2,1,0,4,0.3333333333333333,0.0,1378
1477,1477,0,0,1,3,0.13333333333333333,0.0,4426
1478,1478,0,0,0,5,0.13333333333333333,0.19999999999999998,1488
1479,1479,3,0,0,4,0.6666666666666666,-0.2666666666666666,1659
1480,1480,1,0,1,4,0.13333333333333333,0.0,1580
1481,1481,1,0,0,4,0.2,0.2,1673
1482,1482,3,0,0,4,0.13333333333333333,0.0,1382
1483,1483,2,0,1,4,0.8666666666666667,-0.13333333333333341,1783
1484,1484,3,1,0,4,0.6666666666666666,0.0,1464
1485,1485,2,0,0,4,0.7333333333333333,-0.33333333333333326,1365
1486,1486,4,0,0,5,0.4,0.0,1586
1487,1487,2,0,1,4,0.3333333333333333,-0.19999999999999998,1067
1488,1488,0,1,0,4,0.3333333333333333,0.0,1378
1489,1489,1,0,1,3,0.2,-0.2,1369
1490,1490,1,0,0,4,0.3333333333333333,-0.19999999999999998,1580
1491,1491,2,0,1,4,0.7333333333333333,-0.2666666666666666,1383
1492,1492,3,0,0,4,0.13333333333333333,0.0,1382
1493,1493,1,0,0,4,0.2,0.2,1673
1494,1494,2,0,0,5,0.3333333333333333,-0.06666666666666665,1404
1495,1495,2,1,0,3,0.4,0.0,619
1496,1496,0,0,0,5,0.3333333333333333,0.0,1506
1497,1497,4,1,0,4,0.6,0.0,1605
1498,1498,3,0,0,5,0.3333333333333333,-0.19999999999999998,1408
1499,1499,1,0,1,4,0.13333333333333333,0.19999999999999998,1619
1500,1500,2,1,0,4,0.26666666666666666,0.0,1410
1501,1501,3,0,0,3,0.13333333333333333,0.06666666666666668,1621
1502,1502,1,1,0,4,0.13333333333333333,0.0,1722
1503,1503,3,1,0,3,0.13333333333333333,0.0,1830
1504,1504,2,0,1,5,0.3333333333333333,-0.06666666666666665,1404
1505,1505,1,0,1,5,0.6666666666666666,-0.3333333333333333,620
1506,1506,0,1,0,4,0.3333333333333333,0.0,699
1507,1507,3,0,1,4,0.3333333333333333,-0.19999999999999998,404
1508,1508,3,0,0,5,0.26666666666666666,-0.13333333333333333,1408
1509,1509,2,0,0,4,0.6,-0.6,1221
1510,1510,2,0,0,5,0.13333333333333333,0.13333333333333333,1500
1511,1511,1,1,0,3,0.2,0.0,1331
1512,1512,1,0,0,5,0.13333333333333333,0.0,1502
1513,1513,1,0,1,3,0.13333333333333333,0.0,1333
1514,1514,2,0,1,5,0.3333333333333333,-0.06666666666666665,1404
1515,1515,1,0,0,4,0.3333333333333333,0.0,520
1516,1516,2,0,0,5,0.3333333333333333,0.3333333333333333,1706
1517,1517,2,1,0,3,0.5333333333333333,0.0,4677
1518,1518,0,0,0,5,0.26666666666666666,-0.13333333333333333,1428
1519,1519,2,0,1,3,0.13333333333333333,-0.13333333333333333,1411
1520,1520,1,0,0,5,0.13333333333333333,0.19999999999999998,1630
1521,1521,1,1,0,2,0.4666666666666667,0.0,1449
1522,1522,3,0,0,5,0.13333333333333333,0.13333333333333333,1622
1523,1523,2,0,0,3,0.6,-0.06666666666666665,1343
1524,1524,2,0,0,5,0.3333333333333333,-0.06666666666666665,1404
1525,1525,3,0,0,5,0.4,0.4666666666666667,1825
1526,1526,2,0,1,5,0.3333333333333333,0.3333333333333333,1706
1527,1527,3,0,0,4,0.26666666666666666,0.0,532
1528,1528,0,0,0,5,0.26666666666666666,-0.13333333333333333,1428
1529,1529,4,0,0,4,0.4666666666666667,0.4,1709
1530,1530,1,0,0,5,0.13333333333333333,0.19999999999999998,1630
1531,1531,1,1,0,3,0.13333333333333333,0.0,4600
1532,1532,3,0,1,5,0.13333333333333333,0.13333333333333333,1622
1533,1533,3,0,1,4,0.3333333333333333,0.2,1653
1534,1534,2,0,1,5,0.3333333333333333,-0.06666666666666665,1404
1535,1535,2,1,0,2,0.2,0.0,420
1536,1536,4,0,1,5,0.26666666666666666,0.4666666666666666,1826
1537,1537,1,0,0,3,0.2,0.6000000000000001,1837
1538,1538,0,0,1,5,0.13333333333333333,0.0,1428
1539,1539,3,0,1,4,0.13333333333333333,0.2666666666666667,1659
1540,1540,1,0,0,5,0.13333333333333333,0.19999999999999998,1630
1541,1541,2,0,1,4,0.3333333333333333,0.6666666666666667,1901
1542,1542,2,0,0,5,0.13333333333333333,0.0,1642
1543,1543,0,0,1,4,0.13333333333333333,0.6,1951
1544,1544,0,1,0,4,0.3333333333333333,0.0,1464
1545,1545,4,0,0,5,0.6,0.33333333333333337,1725
1546,1546,0,0,0,5,0.26666666666666666,0.39999999999999997,1836
1547,1547,2,1,0,2,0.13333333333333333,0.0,1667
1548,1548,1,1,0,4,0.13333333333333333,0.0,1838
1549,1549,1,0,0,3,0.06666666666666667,-0.06666666666666667,1429
1550,1550,1,0,1,5,0.13333333333333333,0.19999999999999998,1630
1551,1551,1,0,1,4,0.13333333333333333,-0.13333333333333333,1251
1552,1552,1,0,0,4,0.13333333333333333,0.19999999999999998,1762
1553,1553,4,0,0,3,0.2,-0.2,1373
1554,1554,0,0,1,5,0.3333333333333333,0.0,1544
1555,1555,1,0,0,4,0.6,0.2666666666666667,1675
1556,1556,2,1,0,4,0.26666666666666666,0.0,1774
1557,1557,3,0,0,4,0.4666666666666667,-0.06666666666666665,1377
1558,1558,1,0,1,5,0.13333333333333333,0.0,1548
1559,1559,3,0,0,3,0.13333333333333333,-0.13333333333333333,1379
1560,1560,0,0,0,4,0.13333333333333333,-0.13333333333333333,1460
1561,1561,1,1,0,2,0.0,0.0,3414
1562,1562,1,0,0,4,0.13333333333333333,0.19999999999999998,1762
1563,1563,2,0,0,4,0.13333333333333333,0.33333333333333337,1383
1564,1564,3,0,1,5,0.3333333333333333,0.3333333333333333,1484
1565,1565,2,1,0,3,0.8,0.0,1758
1566,1566,2,0,0,5,0.13333333333333333,0.19999999999999998,1476
1567,1567,2,1,0,2,0.7333333333333333,0.0,572
1568,1568,3,0,0,5,0.13333333333333333,0.13333333333333333,1678
1569,1569,3,0,1,4,0.4,0.0,1377
1570,1570,1,0,0,4,0.13333333333333333,0.0,1580
1571,1571,3,0,0,3,0.0,0.06666666666666667,1271
1572,1572,2,1,0,1,0.13333333333333333,0.0,4511
1573,1573,3,0,0,3,0.0,0.3333333333333333,1393
1574,1574,3,0,0,5,0.3333333333333333,0.3333333333333333,1484
1575,1575,2,0,0,4,1.0,0.0,1875
1576,1576,4,0,0,5,0.3333333333333333,0.06666666666666671,1586
1577,1577,2,0,0,4,0.7333333333333333,0.06666666666666676,1565
1578,1578,3,0,1,5,0.13333333333333333,0.13333333333333333,1678
1579,1579,3,1,0,3,0.8,0.0,4348
1580,1580,1,1,0,3,0.13333333333333333,0.0,1780
1581,1581,1,0,0,4,0.3333333333333333,-0.26666666666666666,1353
1582,1582,3,1,0,2,0.0,0.0,1572
1583,1583,3,0,1,3,0.2,0.06666666666666665,1283
1584,1584,3,0,0,5,0.6666666666666666,0.0,1484
1585,1585,0,0,0,3,0.4,-0.2666666666666667,4426
1586,1586,4,1,0,4,0.4,0.0,1378
1587,1587,2,0,0,4,1.0,-0.19999999999999996,1767
1588,1588,3,0,1,5,0.3333333333333333,-0.06666666666666665,1678
1589,1589,0,0,1,3,0.5333333333333333,0.0,4550
1590,1590,1,0,1,4,0.2,-0.06666666666666668,1580
1591,1591,1,0,0,4,0.8666666666666667,-0.20000000000000007,1471
1592,1592,2,0,1,4,0.13333333333333333,0.13333333333333333,1782
1593,1593,4,0,1,4,0.26666666666666666,0.4666666666666666,1773
1594,1594,1,1,0,4,0.6666666666666666,0.0,4665
1595,1595,1,0,1,4,0.3333333333333333,0.5333333333333334,897
1596,1596,0,0,0,5,0.6,-0.26666666666666666,1506
1597,1597,2,0,0,3,0.5333333333333333,0.0,3558
1598,1598,1,0,1,5,0.3333333333333333,0.0,1618
1599,1599,1,0,0,4,0.3333333333333333,-0.3333333333333333,305
1600,1600,4,0,1,5,0.3333333333333333,0.26666666666666666,1700
1601,1601,2,0,0,4,0.6,0.4,1901
1602,1602,1,0,0,5,0.3333333333333333,-0.19999999999999998,1502
1603,1603,3,0,0,3,0.13333333333333333,0.2666666666666667,1723
1604,1604,1,0,0,5,0.6,0.06666666666666665,1594
1605,1605,1,1,0,3,0.8666666666666667,0.0,4677
1606,1606,0,0,0,5,0.3333333333333333,0.0,1506
1607,1607,3,0,0,4,0.3333333333333333,0.0,3568
1608,1608,1,0,0,5,0.3333333333333333,0.0,1618
1609,1609,1,0,0,3,0.4,-0.4,1429
1610,1610,3,0,1,5,0.3333333333333333,0.3333333333333333,1810
1611,1611,0,1,0,3,0.3333333333333333,0.0,1830
1612,1612,3,0,1,5,0.3333333333333333,-0.06666666666666665,1622
1613,1613,2,1,0,2,0.5333333333333333,0.0,4691
1614,1614,4,0,1,5,0.6,0.06666666666666665,1724
1615,1615,2,0,1,4,0.5333333333333333,-0.1333333333333333,1495
1616,1616,2,0,0,5,0.3333333333333333,0.3333333333333333,1706
1617,1617,2,0,1,4,0.8,0.19999999999999996,1917
1618,1618,1,1,0,4,0.3333333333333333,0.0,1816
1619,1619,1,1,0,3,0.3333333333333333,0.0,1907
